CO_FIPS,FC_GROUP,FAC_JAN_WEAVG,FAC_FEB_WEAVG,FAC_MAR_WEAVG,FAC_APR_WEAVG,FAC_MAY_WEAVG,FAC_JUN_WEAVG,FAC_JUL_WEAVG,FAC_AUG_WEAVG,FAC_SEP_WEAVG,FAC_OCT_WEAVG,FAC_NOV_WEAVG,FAC_DEC_WEAVG,FAC_JAN_WDAVG,FAC_FEB_WDAVG,FAC_MAR_WDAVG,FAC_APR_WDAVG,FAC_MAY_WDAVG,FAC_JUN_WDAVG,FAC_JUL_WDAVG,FAC_AUG_WDAVG,FAC_SEP_WDAVG,FAC_OCT_WDAVG,FAC_NOV_WDAVG,FAC_DEC_WDAVG
21,Freeway,0.8249159233226636,0.9099253981151655,1.1135207620606664,1.138633949071228,1.0990970999092926,1.2044610272050804,1.2479116362819258,1.1603568224204468,1.0622898168090997,1.115674637186746,1.0777731963286,0.97070887752289,0.7116586138076765,0.7834181297689561,0.9529996912293649,0.9747631273791931,0.9429260493407541,1.0310662253429637,1.067142866426746,0.9951722798987176,0.9130656426126365,0.9567728701659335,0.9241268900669481,0.8356139619269982
23,Arterial,0.7718455345061228,0.8095855919253453,0.8922143508295582,0.9545650622060026,1.0173624363014402,1.0671154832063396,1.0667578496172827,1.0508084640559903,1.0091944491866183,0.9968719138061551,0.8920163864489901,0.8465367924783436,0.8150208997063242,0.8545604343211234,0.939366858095378,1.0036580468022676,1.0671744914301402,1.1148116750932964,1.1118804989826099,1.0995426973929407,1.0593654814887457,1.0466966520012342,0.9406951999231495,0.8927056455440062
23,Freeway,0.8292126265233578,0.9162754815960746,1.1292743547476571,1.1543614282620773,1.1075353919107196,1.2141349893834898,1.2560910076142342,1.1637559110558973,1.0653060525837998,1.124602356574019,1.0885556262812937,0.9760931851428353,0.702929766389192,0.7764889006113376,0.9561509509219587,0.9774309610765604,0.9379955328100361,1.0278922779261572,1.0631770605698694,0.985444186050079,0.9024279773117082,0.9523926810340891,0.921884434475702,0.8271293383959145
25,Arterial,0.6402788878513868,0.6967208719982175,0.9221570575759246,1.0195649479066273,1.1485502461121,1.2550433264042065,1.3015056360571258,1.2060445423082786,1.1798670609249216,1.0919227770259314,0.8797403031496758,0.7747887175956619,0.6264357279605162,0.6815899558045576,0.9032721679181035,0.9957897740442146,1.1171304911876034,1.208893427460748,1.2488955997657938,1.1597379978041702,1.1349712067419644,1.0554913453591168,0.8575274651973135,0.7572421203806969
27,Arterial,0.7861942657136204,0.8231260080007508,0.9100994151888546,0.9847777099936041,1.0521109217174656,1.088804320662011,1.0824004980719053,1.0715696768068945,1.0357396743394738,1.0251395177459515,0.9126461948128587,0.8595408867570815,0.8005113701261372,0.8379200053496493,0.9255477249820521,1.0012069765299336,1.0687144317548323,1.1036252061241303,1.0958120604952515,1.086970183519207,1.0522419511983498,1.0415761058304456,0.928988377629512,0.8746969365932493
27,Freeway,0.8301975936044839,0.9207020327726061,1.1555106434543725,1.181433887270769,1.1348589228582286,1.2544085554025908,1.3013438608864958,1.1962495238972566,1.0880609868687852,1.1489555376790679,1.108354634419781,0.9835858510035028,0.6790050017643243,0.7527942980579984,0.9452533007355983,0.9666027221603821,0.9292832335654916,1.027492709432648,1.065760023275364,0.9795982670281166,0.8910413779468138,0.9402035586718003,0.9065186704200001,0.8044441642411295
29,Arterial,0.7490521635888769,0.7839094226906294,0.8705922403784364,0.9378858205034029,1.0450016180030504,1.2130787148049746,1.2768042332622844,1.2136833171143986,1.1030504744921903,1.050665336283225,0.888273691892588,0.8326792238826166,0.7501416479689255,0.7864306615218113,0.8714235482458699,0.935340703886292,1.0265030882184114,1.1573418420966042,1.1962206517779752,1.1454752043943535,1.0572073347208637,1.0160366949701005,0.8778639084257188,0.828569457604271
29,Freeway,0.7384184500000001,0.7676991000000001,0.8293673500000001,0.8753125500000001,0.9642843,1.1045678,1.16002215,1.1390267,1.01766735,0.9779360500000001,0.881244,0.8424542,0.7893979499999999,0.8207000999999999,0.88662585,0.93574305,1.0308572999999999,1.1808258,1.24010865,1.2176637000000001,1.08792585,1.04545155,0.9420840000000001,0.9006162
31,Arterial,0.6074872373667894,0.6691735390517679,0.9042085848401809,1.0280249661395902,1.1959786918390383,1.3300047722109978,1.3613270696366209,1.2323951976898573,1.2163849406103904,1.091735994449797,0.8312965103538712,0.719803897237819,0.5843661894854456,0.6433479433658592,0.8687007921977731,0.9860564970858212,1.1449604866275154,1.2706509249606326,1.3005225880831286,1.1787570222134844,1.163104058701215,1.0459216656966492,0.7993320886525503,0.6929435757149512
33,Arterial,0.6329514543038098,0.6588837850891089,0.7156854968422853,0.8267529016944812,1.0859223941672222,1.713031287084606,2.3951178677944176,2.0409994835002516,1.2993790052408054,1.0145112830370102,0.7595673616048113,0.7041443634860006,0.525026091550347,0.5474366531211309,0.5967887352358577,0.6819701432555814,0.8557537337625658,1.2534591634348018,1.687848893857632,1.4598768680850913,0.978909945384847,0.7950268576398742,0.6211269212693105,0.5783550881008661
35,Arterial,0.707333240597712,0.7370146393060013,0.7624560394678545,0.7738930217099842,0.7814865809030981,0.7906103088616999,0.774379318167087,0.7936980017798325,0.7923638608111429,0.7809133534205593,0.7558276224705778,0.749659229948026,1.003612317350742,1.0462449578527557,1.0834113902327638,1.1045694217534285,1.1175200338069566,1.124371224567121,1.0983858198459646,1.127635279697317,1.1276032024281755,1.1139372657863902,1.0807316319815092,1.0653675533539453
35,Freeway,0.7135258512700318,0.7415261781509638,0.7722606417604351,0.7831617038410189,0.7914975049414296,0.8142056066289214,0.8097785870924085,0.8161035763130778,0.8011052936929144,0.7973473343022358,0.7710793685895042,0.7671439717654276,0.9927948321097791,1.031985113922545,1.0740715353268488,1.0896189982239322,1.1002718703311485,1.128890069914098,1.1209667085771389,1.130479896281001,1.1121156409568225,1.1083294551340463,1.0724100193111747,1.0660701409991893
37,Arterial,0.6283878986306163,0.6887286090415193,0.9271064272046743,1.0350155840785962,1.1752707428497784,1.270166102792914,1.2979416751964246,1.1930750943477062,1.1751953180444947,1.0813069314315378,0.8591348395216057,0.7518264946216755,0.6135591727603775,0.6720568573211617,0.9035959622605844,1.0073617032813549,1.1422857099250932,1.2329121036485227,1.2600324540595427,1.1593530487491952,1.1414362451996043,1.0517258874798425,0.8381337838619279,0.7344186021465835
39,Arterial,0.7654327118352385,0.8056948875718655,0.8962775989019602,0.9552933512804185,1.0417836083116174,1.1718650151268117,1.2013617068715061,1.1412234771636471,1.052524756927761,1.0146076559134014,0.8855967453331869,0.8456100505327333,0.7687323342026531,0.808835210512779,0.8977920574288131,0.9556649516398135,1.0385726886861628,1.1597375391884641,1.1855771395146362,1.1315530958445301,1.048461779647449,1.0130730566027943,0.8888089587832486,0.8486398145652205
41,Arterial,0.7351937796215591,0.7775238569119199,0.8761734098984031,0.9353868450649786,1.0079596930629984,1.0811223288940301,1.0901985381825423,1.0529994970311372,1.0126313879628182,0.9817962202283416,0.8616829268700161,0.8145626868723936,0.8000392510524511,0.844998025537732,0.944858994962492,1.0052215567728537,1.0768888387896514,1.1466779570955183,1.1522382332525938,1.1206854870113632,1.0821342071327584,1.0520218927514147,0.9324205438413556,0.8831310278967301
41,Freeway,0.6667221400000001,0.6863225599999999,0.9690406599999999,1.02342926,1.16237674,1.35684164,1.3671036399999998,1.2355448,1.1324117,1.03482008,0.8932044799999999,0.7865823,0.6364461200000001,0.6551564799999999,0.9250362799999999,0.9769550799999999,1.10959292,1.29522712,1.30502312,1.1794384,1.0809886,0.98782864,0.8526438399999999,0.7508634
43,Arterial,0.872143495835957,0.8435340138882592,0.8682636248203662,0.7541262852126069,0.8332361703404378,1.035715512648824,1.1618136707866746,1.1039104287629489,0.9867048542292174,0.9088419213457178,0.7961781716538983,0.8671349020040531,1.018519449394653,0.9839301890329343,1.0078020502882048,0.8585608807952815,0.923684726780655,1.1030029546373208,1.2124312554269285,1.1611843486644855,1.058973492051509,0.9848708247710649,0.8958667569347945,0.998227136135044
43,Freeway,0.812701183365928,0.8081113453038521,0.8633525496195836,0.8731495804432565,0.9762168947756644,1.160105648528479,1.2701698007236564,1.2275591035283737,1.0764147530896409,0.9910083466012235,0.8760182173346007,0.848488704018936,0.8306743383187357,0.8252174196784746,0.8779628381647583,0.8824436185698646,0.9838488918161027,1.1673828781696953,1.2754412920054046,1.233915301911406,1.0856673259209157,0.999933522945288,0.8870912952415043,0.8646351594275442
45,Arterial,0.7357359861306741,0.7688719762740026,0.8262282867387188,0.8687871098767084,0.9142367123513399,0.9512156015473805,0.9509385569537133,0.9537520458031896,0.9230917130913516,0.9080214042497013,0.8321714314367813,0.800015787639635,0.8826742277837615,0.9222430082931912,0.9879698908236306,1.0363233544166455,1.0867489807424082,1.1254704452519666,1.1217049224020184,1.1300333855553135,1.0980091731835062,1.0805440775853397,0.9963946703184056,0.9583597431993989
45,Freeway,0.8714139962281673,0.9562923928881866,1.016142256849892,1.0570710504666883,1.1330258885738047,1.2451380262742457,1.2822716193601873,1.263504699101799,1.194985757412927,1.1340333375904499,1.0425562334628817,0.9323756515637448,0.7515308410978311,0.8214109310771464,0.8713080057982605,0.9051638118511732,0.9671933453929075,1.0561498090914263,1.0840052587396505,1.071660756118875,1.0166445731105525,0.9683473777956071,0.8939310214095049,0.8069491053327624
47,Arterial,0.7654846682320147,0.803356026144125,0.8811768548239517,0.9361568167409158,0.9946986241810925,1.0487240368529833,1.0508114829312727,1.0336616857633665,0.9910055069863616,0.9779213455559358,0.879394943849999,0.8391536902164323,0.8291568296291006,0.8697514109491702,0.9502413752714802,1.0074420546950964,1.0667058753643615,1.118566348938373,1.1175105720132479,1.104683872164767,1.063690375685249,1.0500720877237466,0.9499609116267559,0.9069431346294163
49,Arterial,0.711219145322199,0.7429255147992406,0.7809117935432827,0.8055857009026713,0.8309795948101679,0.8573435239377549,0.847494972917069,0.8557457130519766,0.8413379096958833,0.8282903663862105,0.7816922253759365,0.7633541134509885,0.9580290265726946,1.0002763190567752,1.0476665380293098,1.0782370211984478,1.1059208411915105,1.1290167577105568,1.1113941299949988,1.1289659156460763,1.1158384530058754,1.1005423947377284,1.0494945595163594,1.0262935713859258
49,Freeway,0.7410847445589646,0.7816415870503798,0.8359630415541262,0.8607968523021753,0.858895238411963,0.8826721898771156,0.8775822418329386,0.8773063915290328,0.8559922339556644,0.8631044478255957,0.837850651506469,0.8244947172818756,0.9303959878935163,0.9806041449474088,1.0462773848625746,1.0775205113982391,1.0759690456496078,1.1044423661674037,1.0972037037003046,1.0984793790389293,1.0730140214654573,1.0810337522945235,1.0493909940654644,1.0341401929739595
51,Arterial,0.7517558763655715,0.7877643108902113,0.856408558113721,0.8986548418655489,0.9683821960556106,1.0770133888052822,1.1109442207287235,1.0744476609755373,0.9993787649835533,0.9669362067561034,0.8576432132594523,0.827674633588222,0.8238687762798479,0.8630638398485025,0.9338695018439246,0.9772817883869679,1.0443400349126986,1.1426996323463754,1.16845626014291,1.1390737815219205,1.0700267825463856,1.0394287507818052,0.9337741971933504,0.9034255033447401
51,Freeway,0.8141424,0.80182314,0.82092692,0.7951278900000001,0.8644906800000001,1.0023235600000002,1.06240227,1.0463336699999999,0.9614379000000002,0.8829695700000001,0.8150351000000002,0.8453869000000002,0.9340704000000001,0.91993644,0.94185432,0.9122549400000002,0.9918352800000001,1.1499717600000001,1.21890042,1.2004648199999999,1.1030634,1.01303622,0.9350946,0.9699173999999999
53,Arterial,0.7405708469537481,0.7900185851959297,0.8285922121868801,0.8460110593952138,0.8337864624375789,0.8177145053255239,0.8000067126079076,0.8119720734919875,0.8222078939591646,0.8353162862225092,0.8193344025268289,0.8061276226028526,0.9767095692750863,1.041446378136482,1.0853411656035081,1.1056903439607495,1.0853447494392219,1.0616774434094427,1.0368906652131382,1.0556695165840781,1.0703630138463096,1.0902013448203582,1.0748555131571889,1.0605627482950424
53,Freeway,0.7922084319002103,0.8611167981977117,0.9966437159598249,1.021608433869883,1.0042911174638673,1.0745191598468509,1.101899372995316,1.0535179688497809,0.9869272354681083,1.0194344842946552,0.9843116594384643,0.917242943353598,0.7959393130529021,0.8622225533077766,0.9835882899294405,1.0088708713808372,0.994929605628622,1.0562452047758968,1.0788886597611667,1.0393474818670092,0.9808786278150622,1.0103767558245151,0.9762496732863264,0.9175205363579793
55,Arterial,0.5940185983082081,0.6570190314319181,0.8923811618720229,1.0265938157196117,1.210799665901338,1.366168915150121,1.398739953513259,1.2556844992088254,1.2419239536860478,1.099574138379376,0.8153100497840093,0.6998195789522481,0.5655823965199522,0.6252264210385812,0.8486183557981873,0.9747374881637367,1.1475887913061402,1.292433000642093,1.3231980961756855,1.1891471553845854,1.1758047524362618,1.0428678427209674,0.7759700652479652,0.6668297305924795
57,Arterial,0.7037757988249279,0.7360723788935285,0.7739396733517876,0.7974215716960719,0.818245376668788,0.8378083455056442,0.8257097042840564,0.8377735982316555,0.8270257101196921,0.8156973157060642,0.7753148361413165,0.7549148578968073,0.964084920536114,1.0080511419951537,1.0570616689962973,1.0878542824045185,1.1126622866895777,1.1315036392674385,1.1107724741060192,1.1321322821135833,1.1228290333985411,1.1090549742447704,1.0599734341841978,1.0324969472689796
57,Freeway,0.7591128830747272,0.8046846499975467,0.8718562559369928,0.8978875652865036,0.906590109506521,0.9500773934153934,0.9611130588242617,0.9511559652658127,0.9100889696906653,0.9126646758838419,0.8782495375867055,0.8558907923041577,0.8851692106505341,0.9368468600112239,1.0106678403986757,1.0410455155672829,1.050237759681122,1.0967943713004666,1.106237529529746,1.0976539010684259,1.0539473234941903,1.0568680531796193,1.0181698565736916,0.9952476378192137
