CO_FIPS,FC_GROUP,FAC_JAN_WEAVG,FAC_FEB_WEAVG,FAC_MAR_WEAVG,FAC_APR_WEAVG,FAC_MAY_WEAVG,FAC_JUN_WEAVG,FAC_JUL_WEAVG,FAC_AUG_WEAVG,FAC_SEP_WEAVG,FAC_OCT_WEAVG,FAC_NOV_WEAVG,FAC_DEC_WEAVG,FAC_JAN_WDAVG,FAC_FEB_WDAVG,FAC_MAR_WDAVG,FAC_APR_WDAVG,FAC_MAY_WDAVG,FAC_JUN_WDAVG,FAC_JUL_WDAVG,FAC_AUG_WDAVG,FAC_SEP_WDAVG,FAC_OCT_WDAVG,FAC_NOV_WDAVG,FAC_DEC_WDAVG
1,Arterial,0.7590428841664862,0.7930750247959051,0.8800411653238562,0.9645847375598022,1.0306086937035586,1.03747305714196,1.0164442263926188,1.0228380131897188,1.009478816996154,0.9964465188889764,0.8884471793484977,0.8249095866191559,0.8180624844205168,0.8546168137068122,0.9460981384155649,1.0339066870599583,1.1026229121848197,1.1096724553490966,1.0866781211905248,1.0957558549631543,1.0815785709058043,1.0680017703280225,0.9561934987130378,0.8892545734364469
1,Freeway,0.8354753400000001,0.9282688900000001,1.16153076,1.18653501,1.1339705199999999,1.2511015399999998,1.29922083,1.19498089,1.0866291399999999,1.15264036,1.11530068,0.9899460400000001,0.6803790000000001,0.7559465000000001,0.9459059999999999,0.9662685000000002,0.9234620000000001,1.018849,1.0580355000000004,0.9731464999999999,0.8849090000000002,0.9386659999999999,0.9082580000000001,0.8061740000000001
3,Arterial,0.7412395946666713,0.7766388761021303,0.8405150495086545,0.8837713135634039,0.9347526119577273,0.9890894160508527,0.9944493676267115,0.9851564305832167,0.9443486767765482,0.9270075478340177,0.8423805451130792,0.8094717137791632,0.8629038426395005,0.9037393623799458,0.9742070596982607,1.0220500260168783,1.0763072392441957,1.1305424549375003,1.1322383171064918,1.128679558830029,1.0880001464464915,1.069166559997494,0.9784411675891492,0.9402979803383857
3,Freeway,0.7950395219939395,0.831914000070851,0.9742490556264423,1.0175489256010326,1.0626017499920395,1.192210373322129,1.2735838711515344,1.2101095361132157,1.0806213501048425,1.0578379253412056,0.9909069886246582,0.924976388354839,0.7328597830327063,0.7676077136929558,0.8982117247130745,0.9380343160618356,0.9789822870908671,1.097746703196726,1.1712367634470755,1.1134187538784492,0.9955187377588981,0.9752534602974722,0.9140763547072552,0.8532207920630811
5,Arterial,0.7013256297608848,0.7328638718820748,0.7759386135893835,0.8145697164936823,0.8763755213749852,0.9929472985147195,1.0936652094660608,1.0457203675858135,0.9121496379387887,0.8560303849016556,0.7808915539252476,0.7578807727323259,0.8789440129235939,0.918056661000345,0.9692724311041074,1.0103237924489956,1.0656811647282125,1.152638531503646,1.212418981602528,1.1903944792076284,1.0951934335350504,1.0510486683710207,0.9758664978920828,0.9476376794944746
7,Arterial,0.7453390974611319,0.7826946735582477,0.8603166367413726,0.9118583738281963,0.9766051689669358,1.055544176552579,1.0658976143382632,1.0379980246202796,0.9815274715128423,0.9582499162325663,0.8576656248358129,0.8192290007119608,0.8256232339225167,0.8663643103330668,0.948316640104067,1.0028506813918294,1.0687074565608592,1.1435941847324567,1.1495091262904613,1.1280844056871873,1.0740255139564863,1.0507567884828755,0.9482351257879235,0.9057974712730044
7,Freeway,0.6594206108514076,0.6893671546653046,0.7377262934512272,0.7691873959429435,0.7966962701663387,0.8040479839485067,0.7837901646229856,0.8101086790544371,0.8034219206455625,0.7937564158620507,0.7524294134662313,0.7171842852716956,0.947643696186729,0.9906730910915514,1.0602110596328365,1.105452783100713,1.145027085619879,1.1555966646870734,1.1264801464641432,1.1643130436515423,1.154681507830376,1.1407817531256332,1.081366834678193,1.030688886236613
9,Arterial,0.6413516072527359,0.6667733826726907,0.7703234454300505,0.9157667489923563,1.149692504657615,1.574154644251127,1.6781421194789623,1.4752745822204147,1.2239109189100559,1.0126899251767207,0.7584679142236561,0.6687983274101913,0.5957318949053182,0.6194000502679722,0.7145082808351993,0.8473786320383375,1.0589034890126943,1.4394637724557025,1.5320718995367455,1.350420633557645,1.1246614673465978,0.9350921927250313,0.7041686911635111,0.6220204614168672
11,Arterial,0.6913230764396857,0.72281471922686,0.7538290222825328,0.7745191100407627,0.7887994755109353,0.7979869708842577,0.7800498868144098,0.7993989684653497,0.7973264042727966,0.7870208137346377,0.7570226966031437,0.7370034780451279,0.9877612701071148,1.0327536406979592,1.0765941349309565,1.1053654729706621,1.124296714949382,1.1344411855454544,1.1079519114275038,1.1371330097654389,1.1359047033861076,1.1225989995437542,1.0812660794961308,1.0531528394758993
11,Freeway,0.7131185730532711,0.7474698515926198,0.7875130326721415,0.8115955637958323,0.8155018314953961,0.8358407708196343,0.8282458350901666,0.8345759896279891,0.8164616957894184,0.8182610185107502,0.7930438877931537,0.7859881105868388,0.9633546858666499,1.008413325487736,1.0613436148413893,1.0934552734065044,1.098646749336156,1.1252496004706443,1.113206196264446,1.1230105588656771,1.09897809108147,1.1014003750885766,1.0679096818298865,1.0569735529623823
13,Arterial,0.7805780006620482,0.8198734395529597,0.9044910676204317,0.9602781423294042,1.0320626807288944,1.1201242399298643,1.1419453864595575,1.1072886590693614,1.042037815735024,1.0223464951006498,0.902883042046957,0.8626553681723893,0.7923917668565468,0.8322487954539697,0.91606685297619,0.9715833210461228,1.039938585087065,1.1191963321360427,1.1351208636905408,1.105022943433877,1.0453726290756107,1.0274497801676794,0.9132593037730276,0.8735113297870818
15,Arterial,0.7715818038364,0.8152877499982957,0.915399063643644,0.9733455160061606,1.0616986267803754,1.191631801570245,1.223050895873335,1.1567884086357518,1.072688478318817,1.0361986100248615,0.8980726559490154,0.8587056104694096,0.75276566595572,0.7950794118061953,0.8913670655235966,0.947186304210316,1.0312275742476102,1.1529491464921282,1.1815391292516773,1.120573404602114,1.041382656645225,1.0072800925389875,0.8757312563837554,0.8373077521043233
15,Freeway,0.6667221400000001,0.6863225599999998,0.96904066,1.02342926,1.16237674,1.35684164,1.36710364,1.2355447999999998,1.1324117,1.03482008,0.89320448,0.7865823,0.6364461200000001,0.6551564799999999,0.92503628,0.97695508,1.10959292,1.2952271199999998,1.30502312,1.1794384,1.0809886,0.98782864,0.8526438399999998,0.7508633999999998
17,Arterial,0.6032291188100046,0.6635634197028765,0.8910934069150206,1.0172483573077125,1.190858884614705,1.3527491587176381,1.4001803927844116,1.2659920789859005,1.2466393267384124,1.1108701206751186,0.834472806520948,0.7189568924055811,0.5752617868130318,0.6325382785179245,0.8499719024037522,0.9670711508131782,1.1272675614127454,1.2699955342028535,1.3107861194094033,1.1874678245251113,1.169530159082562,1.0468012742914161,0.793084201260418,0.6853100251748908
19,Arterial,0.4900947382322474,0.6100146083057981,1.108764511775393,1.3394313925665904,1.481599341259901,1.3978711290176304,1.331802022498609,1.2243425726879265,1.3336868470182628,1.2773481832484708,0.8970521293681152,0.6128443934696625,0.4228738605663959,0.5241307133521944,0.944799066180656,1.1397463928755496,1.2620982533532104,1.1958642838248965,1.1417131049941547,1.049164824453326,1.1394407042069938,1.0895721561024225,0.766921178877722,0.5277079897073286
19,Freeway,0.6667221400000001,0.6863225599999999,0.96904066,1.02342926,1.16237674,1.35684164,1.36710364,1.2355448,1.1324117,1.03482008,0.89320448,0.7865823,0.6364461200000001,0.6551564799999999,0.92503628,0.97695508,1.10959292,1.29522712,1.30502312,1.1794384,1.0809886,0.9878286399999999,0.8526438399999999,0.7508634
21,Arterial,0.6920501434873335,0.7266109764215203,0.7973899993975749,0.8634447942034768,0.9348783253313101,1.0186783936463677,1.037574739463464,1.0182750934030178,1.000633729888263,0.950487565935825,0.8224407020535578,0.7636825178659448,0.8364628625280495,0.8769288385603198,0.9542877782998412,1.0204414408647122,1.086748355205761,1.1499454471278123,1.1542283359929475,1.149050954622866,1.1328586199880357,1.0924129947886654,0.9753638364188125,0.9159967655534678
