CO_FIPS,FC_GROUP,FAC_MAY_SAT,FAC_JUN_SAT,FAC_JUL_SAT,FAC_AUG_SAT,FAC_MAY_SUN,FAC_JUN_SUN,FAC_JUL_SUN,FAC_AUG_SUN,FAC_MAY_WEAVG,FAC_JUN_WEAVG,FAC_JUL_WEAVG,FAC_AUG_WEAVG,FAC_MAY_WDAVG,FAC_JUN_WDAVG,FAC_JUL_WDAVG,FAC_AUG_WDAVG
1,Arterial,1.132555519537455,1.139709335011645,1.1163815894573939,1.1240884634376251,0.9286848714456806,0.9352605204774468,0.9165301944970309,0.9216111103956648,1.0306086937035586,1.03747305714196,1.0164442263926188,1.0228380131897188,1.1026229121848197,1.1096724553490966,1.0866781211905248,1.0957558549631543
1,Freeway,1.0341754,1.1409983,1.1848828500000004,1.0898165499999999,1.2336636,1.3610922,1.4134419000000003,1.3000377000000003,1.1339705199999999,1.2511015399999998,1.29922083,1.19498089,0.9234620000000001,1.018849,1.0580355000000004,0.9731464999999999
3,Arterial,1.065433404641519,1.1261551341358826,1.1319473811153329,1.1227361610269517,0.8041108002421405,0.8520657308759508,0.8569933042071589,0.8476173679027446,0.9347526119577273,0.9890894160508527,0.9944493676267115,0.9851564305832167,1.0763072392441957,1.1305424549375003,1.1322383171064918,1.128679558830029
3,Freeway,1.0816346822236111,1.2131270510490482,1.295712192524167,1.2312972954916672,1.0435581595893961,1.1712823722263779,1.2514439007157265,1.1889104338867147,1.0626017499920395,1.192210373322129,1.2735838711515344,1.2101095361132157,0.9789822870908671,1.097746703196726,1.1712367634470755,1.1134187538784492
5,Arterial,1.0245702445089537,1.1610974603968176,1.2796709259583128,1.2237538299814208,0.7282020796189829,0.8248257923922412,0.9076956869673273,0.8677186678900101,0.8763755213749852,0.9929472985147195,1.0936652094660608,1.0457203675858135,1.0656811647282125,1.152638531503646,1.212418981602528,1.1903944792076284
7,Arterial,1.0862886635374622,1.1721646465381685,1.182855367571178,1.1532992582824402,0.8669992881471897,0.9390089250025434,0.9490263766351206,0.9227804857825117,0.9766051689669358,1.055544176552579,1.0658976143382632,1.0379980246202796,1.0687074565608592,1.1435941847324567,1.1495091262904613,1.1280844056871873
7,Freeway,0.9263259503624347,0.9348574216612373,0.9113108371514548,0.9418772926334017,0.667152371330571,0.673325158211137,0.6563539053830261,0.6784273940598811,0.7966962701663387,0.8040479839485067,0.7837901646229856,0.8101086790544371,1.145027085619879,1.1555966646870734,1.1264801464641432,1.1643130436515423
9,Arterial,1.2322417584992984,1.6846156897014577,1.7952870203244065,1.5791370765482744,1.0672281360776785,1.4638183546468138,1.5611322549420827,1.3715278763328502,1.149692504657615,1.574154644251127,1.6781421194789623,1.4752745822204147,1.0589034890126943,1.4394637724557025,1.5320718995367455,1.350420633557645
11,Arterial,0.9380419037660447,0.9483223200637206,0.9267852020339313,0.9501700385853878,0.6395684631267646,0.647663662538365,0.6333264839216393,0.648639907068179,0.7887994755109353,0.7979869708842577,0.7800498868144098,0.7993989684653497,1.124296714949382,1.1344411855454544,1.1079519114275038,1.1371330097654389
11,Freeway,0.9567224414852682,0.9804787726657331,0.9715289953179883,0.9789670280017203,0.674290079741702,0.6912118589331406,0.6849714579785118,0.6901939784028184,0.8155018314953961,0.8358407708196343,0.8282458350901666,0.8345759896279891,1.098646749336156,1.1252496004706443,1.113206196264446,1.1230105588656771
13,Arterial,1.1401642622663304,1.23602213716674,1.2593318470797967,1.2219505293218587,0.9240212142883071,1.0042925545339554,1.024626236596706,0.9926907870129887,1.0320626807288944,1.1201242399298643,1.1419453864595575,1.1072886590693614,1.039938585087065,1.1191963321360427,1.1351208636905408,1.105022943433877
15,Arterial,1.157109704023955,1.2976914552680172,1.3316274132236212,1.2602644951229458,0.9663865645068462,1.085683865075138,1.1145892746096895,1.053420755241548,1.0616986267803754,1.191631801570245,1.223050895873335,1.1567884086357518,1.0312275742476102,1.1529491464921282,1.1815391292516773,1.120573404602114
15,Freeway,1.18548382,1.3838145199999998,1.39428052,1.2601064,1.1391563900000001,1.32973654,1.33979354,1.2108627999999997,1.16237674,1.35684164,1.36710364,1.2355447999999998,1.10959292,1.2952271199999998,1.30502312,1.1794384
17,Arterial,1.2248148808567523,1.3933712170954167,1.443154362610561,1.3045806824355615,1.1569607701735916,1.3121972933772974,1.3572796227463337,1.227467741334423,1.190858884614705,1.3527491587176381,1.4001803927844116,1.2659920789859005,1.1272675614127454,1.2699955342028535,1.3107861194094033,1.1874678245251113
