SEGID,CCSGROUP19,FACMANADJ,FAC_APR,FAC_AUG,FAC_DEC,FAC_FAL,FAC_FEB,FAC_FRI,FAC_JAN,FAC_JUL,FAC_JUN,FAC_MAR,FAC_MAX,FAC_MAXMO,FAC_MAY,FAC_MON,FAC_NOV,FAC_OCT,FAC_SAT,FAC_SEP,FAC_SPR,FAC_SUM,FAC_SUN,FAC_THU,FAC_TUE,FAC_WDAVG,FAC_WEAVG,FAC_WED,FAC_WEMAX,FAC_WIN
0007_008.3,COX,0,1.0424,0.9426,1.051,1.0822,0.989,1.1257,0.8667,0.9081,0.9264,1.0131,1.1264,10,1.0143,1.0445,1.1107,1.1264,0.8487,1.0094,1.0232,0.9257,0.7173,1.0996,1.0707,1.0879,0.783,1.0934,0.8487,0.9689
0007_009.3,COX,0,1.0424,0.9426,1.051,1.0822,0.989,1.1257,0.8667,0.9081,0.9264,1.0131,1.1264,10,1.0143,1.0445,1.1107,1.1264,0.8487,1.0094,1.0232,0.9257,0.7173,1.0996,1.0707,1.0879,0.783,1.0934,0.8487,0.9689
0007_010.5,COX,0,1.0424,0.9426,1.051,1.0822,0.989,1.1257,0.8667,0.9081,0.9264,1.0131,1.1264,10,1.0143,1.0445,1.1107,1.1264,0.8487,1.0094,1.0232,0.9257,0.7173,1.0996,1.0707,1.0879,0.783,1.0934,0.8487,0.9689
0007_012.5,COX,0,1.0424,0.9426,1.051,1.0822,0.989,1.1257,0.8667,0.9081,0.9264,1.0131,1.1264,10,1.0143,1.0445,1.1107,1.1264,0.8487,1.0094,1.0232,0.9257,0.7173,1.0996,1.0707,1.0879,0.783,1.0934,0.8487,0.9689
0007_015.0,COX,0,1.0424,0.9426,1.051,1.0822,0.989,1.1257,0.8667,0.9081,0.9264,1.0131,1.1264,10,1.0143,1.0445,1.1107,1.1264,0.8487,1.0094,1.0232,0.9257,0.7173,1.0996,1.0707,1.0879,0.783,1.0934,0.8487,0.9689
0008_000.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0008_000.4,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0008_001.2,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_000.0,COW,0,1.071,1.033,0.9221,1.0202,0.9451,1.1537,0.8591,1.0082,1.031,1.0252,1.071,4,1.0446,1.0376,0.9847,1.0366,0.9642,1.0393,1.0469,1.0241,0.6416,1.0859,1.0476,1.0677,0.8029,1.0695,0.9642,0.9088
0009_000.5,COW,0,1.071,1.033,0.9221,1.0202,0.9451,1.1537,0.8591,1.0082,1.031,1.0252,1.071,4,1.0446,1.0376,0.9847,1.0366,0.9642,1.0393,1.0469,1.0241,0.6416,1.0859,1.0476,1.0677,0.8029,1.0695,0.9642,0.9088
0009_001.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_002.8,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_004.9,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_005.4,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_006.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_007.0,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_007.5,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_007.9,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_008.3,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_008.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_009.1,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_009.6,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_009.8,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_010.5,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_010.9,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_011.4,COV,0,1.0366,0.9684,1.0351,1.0127,1.0177,1.1549,0.96,0.9409,0.97,1.0303,1.0366,4,1.0029,1.0519,1.0305,1.0195,1.0112,0.9881,1.0232,0.9598,0.5685,1.0798,1.071,1.0712,0.7898,1.0627,1.0112,1.0043
0009_012.5,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_012.6,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_015.3,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_017.4,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_018.7,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_019.6,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_025.7,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_026.9,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_027.8,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_029.5,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_030.1,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_030.7,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0009_044.8,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0009_046.5,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0010_000.0,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_006.6,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_008.6,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0010_009.7,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0010_010.2,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0010_012.2,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0010_012.4,COP,0,1.0366,1.0897,0.8822,1.0316,0.8504,1.1505,0.8159,1.0796,1.1047,0.9396,1.1065,5,1.1065,0.9506,0.9511,1.0684,1.0649,1.0752,1.0276,1.0914,0.8819,1.012,0.9628,0.984,0.9734,0.9773,1.0649,0.8495
0010_012.9,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_016.3,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_026.7,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0010_027.5,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_030.4,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_034.7,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_037.7,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0010_037.8,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0010_038.3,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_039.5,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_041.2,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_041.9,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_045.6,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_046.6,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0010_047.6,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0010_048.3,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_049.4,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_056.6,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_057.2,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_059.2,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_060.9,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_064.3,COQ,0,0.9758,1.1437,0.8849,1.003,0.836,1.1782,0.791,1.2056,1.1719,0.9315,1.2056,7,1.0505,0.9151,0.9133,1.0385,1.1071,1.0572,0.9859,1.1737,0.9218,1.0013,0.9236,0.9593,1.0144,0.9529,1.1071,0.8373
0010_066.7,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0010_067.5,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0010_067.9,COS,0,1.0119,1.0724,0.9399,1.0324,0.8982,1.1558,0.86,1.0366,1.0636,0.9669,1.0724,8,1.0534,1.0517,0.9896,1.0468,0.8742,1.0607,1.0107,1.0575,0.6429,1.1132,1.0744,1.0918,0.7585,1.0878,0.8742,0.8994
0010_068.3,COT,0,1.0146,1.0396,0.9616,1.0243,0.9471,1.1418,0.9024,1.01,1.0352,0.9888,1.0434,9,1.0278,1.0506,0.9936,1.0358,0.9245,1.0434,1.0104,1.0283,0.6061,1.1071,1.0813,1.0924,0.7653,1.0887,0.9245,0.937
0010_068.7,COU,0,1.0142,1.0223,0.9907,1.0095,0.9705,1.145,0.9346,0.996,1.0222,0.9965,1.0245,5,1.0245,1.0545,0.9944,1.0103,0.8873,1.0238,1.0117,1.0135,0.6293,1.1063,1.0851,1.0946,0.7583,1.0925,0.8873,0.9653
0012_000.0,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0012_013.6,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0012_021.1,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0012_021.7,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0012_025.7,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_029.2,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_054.7,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_059.0,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0012_059.8,COO,0,1.0393,1.1537,0.7977,1.0312,0.7179,1.1063,0.6607,1.2313,1.2044,0.9531,1.2313,7,1.1483,0.9391,0.8951,1.0692,1.0187,1.1293,1.0469,1.1965,0.9697,1.0281,0.949,0.9887,0.9942,0.9891,1.0187,0.7254
0012_060.4,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_064.4,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_070.7,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_071.2,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_083.3,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_086.4,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_106.6,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_110.5,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_116.8,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
0012_118.2,CON,0,0.9856,1.2719,0.6215,1.0295,0.601,1.135,0.5368,1.4472,1.4125,0.8287,1.4472,7,1.2062,0.9175,0.7434,1.0805,1.0645,1.2646,1.0068,1.3772,1.0108,1.0054,0.9065,0.9574,1.0376,0.9604,1.0645,0.5864
